date_of_campaign,facebook_ad_views,facebook_ad_clicks,facebook_ad_conversions,facebook_cost_per_ad,facebook_ctr,facebook_conversion_rate,facebook_cost_per_click,adword_ad_views,adword_ad_clicks,adword_ad_conversions,adword_cost_per_ad,adword_ctr,adword_conversion_rate,adword_cost_per_click
2024-02-20,3448,137,53,76.72,3.97,38.69,0.56,8478,423,18,68.36,4.99,4.26,0.16
2024-02-21,3880,155,54,117.8,3.99,34.84,0.76,10914,544,45,95.94,4.98,8.27,0.18
2024-02-22,3487,139,41,143.17,3.99,29.5,1.03,10742,536,46,82.97,4.99,8.58,0.15
2024-02-23,4823,192,69,128.64,3.98,35.94,0.67,9956,496,28,68.37,4.98,5.65,0.14
2024-02-24,5081,203,66,136.01,4.0,32.51,0.67,8382,418,58,121.08,4.99,13.88,0.29
2024-02-25,5142,205,60,196.8,3.99,29.27,0.96,9574,477,28,100.86,4.98,5.87,0.21
2024-02-26,4574,182,71,96.46,3.98,39.01,0.53,10384,518,43,104.54,4.99,8.3,0.2
2024-02-27,5201,208,75,128.96,4.0,36.06,0.62,8569,427,28,92.9,4.98,6.56,0.22
2024-02-28,3249,129,44,118.68,3.97,34.11,0.92,8894,443,6,96.83,4.98,1.35,0.22
2024-02-29,3673,146,49,81.76,3.97,33.56,0.56,9243,461,32,69.28,4.99,6.94,0.15
2024-03-01,3437,137,54,123.3,3.99,39.42,0.9,8866,442,9,113.83,4.99,2.04,0.26
2024-03-02,5165,206,87,199.82,3.99,42.23,0.97,7028,350,14,94.6,4.98,4.0,0.27
2024-03-03,3770,150,54,142.5,3.98,36.0,0.95,7705,384,38,125.34,4.98,9.9,0.33
2024-03-04,3267,130,40,178.1,3.98,30.77,1.37,8020,400,49,75.7,4.99,12.25,0.19
2024-03-05,4984,199,68,204.97,3.99,34.17,1.03,9063,452,8,76.4,4.99,1.77,0.17
2024-03-06,4077,163,59,158.11,4.0,36.2,0.97,8446,421,11,111.66,4.98,2.61,0.27
2024-03-07,3235,129,33,117.39,3.99,25.58,0.91,10664,532,44,127.68,4.99,8.27,0.24
2024-03-08,3388,135,48,178.2,3.98,35.56,1.32,9987,498,33,97.78,4.99,6.63,0.2
2024-03-09,3762,150,54,210.0,3.99,36.0,1.4,10602,529,47,118.16,4.99,8.88,0.22
2024-03-10,4848,193,74,260.55,3.98,38.34,1.35,10685,533,27,139.95,4.99,5.07,0.26
2024-03-11,5448,217,82,253.89,3.98,37.79,1.17,10368,517,19,139.22,4.99,3.68,0.27
2024-03-12,3623,144,50,92.16,3.97,34.72,0.64,10581,528,9,119.55,4.99,1.7,0.23
2024-03-13,5814,232,88,180.96,3.99,37.93,0.78,9762,487,49,119.17,4.99,10.06,0.24
2024-03-14,5966,238,93,130.9,3.99,39.08,0.55,11037,550,21,79.81,4.98,3.82,0.15
2024-03-15,4252,170,59,243.1,4.0,34.71,1.43,7572,377,6,126.68,4.98,1.59,0.34
2024-03-16,5900,236,84,273.76,4.0,35.59,1.16,11088,553,52,92.41,4.99,9.4,0.17
2024-03-17,3577,143,41,178.75,4.0,28.67,1.25,7614,380,11,136.96,4.99,2.89,0.36
2024-03-18,5122,204,64,165.24,3.98,31.37,0.81,11050,551,21,66.51,4.99,3.81,0.12
2024-03-19,3434,137,43,184.95,3.99,31.39,1.35,7325,365,18,94.87,4.98,4.93,0.26
2024-03-20,5150,206,69,156.56,4.0,33.5,0.76,10740,536,18,104.47,4.99,3.36,0.19
2024-03-21,3763,150,47,75.0,3.99,31.33,0.5,7358,367,24,92.41,4.99,6.54,0.25
2024-03-22,5785,231,80,203.28,3.99,34.63,0.88,10777,537,25,76.85,4.98,4.66,0.14
2024-03-23,5853,234,79,250.38,4.0,33.76,1.07,9371,467,35,107.44,4.98,7.49,0.23
2024-03-24,4329,173,65,169.54,4.0,37.57,0.98,8721,435,16,120.47,4.99,3.68,0.28
2024-03-25,5145,205,69,278.8,3.98,33.66,1.36,8349,416,47,111.59,4.98,11.3,0.27
2024-03-26,5845,233,70,142.13,3.99,30.04,0.61,10696,533,37,78.76,4.98,6.94,0.15
2024-03-27,4358,174,61,182.7,3.99,35.06,1.05,10896,543,34,118.53,4.98,6.26,0.22
2024-03-28,5906,236,82,238.36,4.0,34.75,1.01,11260,561,47,80.55,4.98,8.38,0.14
2024-03-29,5482,219,72,170.82,3.99,32.88,0.78,8596,429,5,74.02,4.99,1.17,0.17
2024-03-30,3446,137,48,180.84,3.98,35.04,1.32,8627,430,45,115.25,4.98,10.47,0.27
2024-03-31,5017,200,64,250.0,3.99,32.0,1.25,9502,474,58,127.42,4.99,12.24,0.27
2024-04-01,4331,173,62,212.79,3.99,35.84,1.23,10808,539,29,98.52,4.99,5.38,0.18
2024-04-02,3248,129,58,178.02,3.97,44.96,1.38,7192,358,55,102.51,4.98,15.36,0.29
2024-04-03,3165,126,35,153.72,3.98,27.78,1.22,9674,482,54,84.22,4.98,11.2,0.17
2024-04-04,4358,174,58,127.02,3.99,33.33,0.73,10845,541,8,99.57,4.99,1.48,0.18
2024-04-05,4019,160,52,193.6,3.98,32.5,1.21,9577,477,32,70.56,4.98,6.71,0.15
2024-04-06,3541,141,47,114.21,3.98,33.33,0.81,7091,353,59,136.47,4.98,16.71,0.39
2024-04-07,3758,150,57,111.0,3.99,38.0,0.74,11234,560,27,124.03,4.98,4.82,0.22
2024-04-08,5128,205,74,116.85,4.0,36.1,0.57,7480,373,14,113.44,4.99,3.75,0.3
2024-04-09,5180,207,76,256.68,4.0,36.71,1.24,9916,494,8,103.06,4.98,1.62,0.21
2024-04-10,3796,151,53,182.71,3.98,35.1,1.21,11435,570,43,123.37,4.98,7.54,0.22
2024-04-11,5947,237,76,173.01,3.99,32.07,0.73,8075,403,31,99.58,4.99,7.69,0.25
2024-04-12,3137,125,38,156.25,3.98,30.4,1.25,9513,474,22,84.0,4.98,4.64,0.18
2024-04-13,5231,209,76,296.78,4.0,36.36,1.42,7798,389,17,72.83,4.99,4.37,0.19
2024-04-14,4353,174,61,106.14,4.0,35.06,0.61,11570,577,48,111.81,4.99,8.32,0.19
2024-04-15,5832,233,87,170.09,4.0,37.34,0.73,10949,546,59,134.35,4.99,10.81,0.25
2024-04-16,4875,195,69,243.75,4.0,35.38,1.25,7604,379,22,72.29,4.98,5.8,0.19
2024-04-17,3068,122,36,93.94,3.98,29.51,0.77,9979,498,44,74.4,4.99,8.84,0.15
2024-04-18,5593,223,75,249.76,3.99,33.63,1.12,11916,594,39,94.69,4.98,6.57,0.16
2024-04-19,5100,204,74,118.32,4.0,36.27,0.58,7597,379,11,124.55,4.99,2.9,0.33
2024-04-20,4473,178,65,169.1,3.98,36.52,0.95,8532,425,24,83.51,4.98,5.65,0.2
2024-04-21,3204,128,49,158.72,4.0,38.28,1.24,7513,374,14,80.31,4.98,3.74,0.21
2024-04-22,5173,206,66,245.14,3.98,32.04,1.19,8877,443,9,109.6,4.99,2.03,0.25
2024-04-23,3042,121,36,159.72,3.98,29.75,1.32,10972,547,33,102.85,4.99,6.03,0.19
2024-04-24,4906,196,67,270.48,4.0,34.18,1.38,10843,541,36,64.82,4.99,6.65,0.12
2024-04-25,5158,206,79,261.62,3.99,38.35,1.27,8699,434,23,66.52,4.99,5.3,0.15
2024-04-26,3760,150,49,175.5,3.99,32.67,1.17,8029,400,50,111.44,4.98,12.5,0.28
2024-04-27,5895,235,84,124.55,3.99,35.74,0.53,11595,578,20,97.21,4.98,3.46,0.17
2024-04-28,5142,205,74,211.15,3.99,36.1,1.03,7716,385,20,137.68,4.99,5.19,0.36
2024-04-29,4994,199,73,107.46,3.98,36.68,0.54,11086,553,15,114.28,4.99,2.71,0.21
2024-04-30,4935,197,77,258.07,3.99,39.09,1.31,7665,382,50,60.81,4.98,13.09,0.16
2024-05-01,3899,155,62,127.1,3.98,40.0,0.82,9208,459,9,98.48,4.98,1.96,0.21
2024-05-02,3359,134,43,142.04,3.99,32.09,1.06,8079,403,22,93.16,4.99,5.46,0.23
2024-05-03,5947,237,72,184.86,3.99,30.38,0.78,7227,360,37,68.54,4.98,10.28,0.19
2024-05-04,4719,188,62,240.64,3.98,32.98,1.28,7148,356,52,133.86,4.98,14.61,0.38
2024-05-05,3280,131,46,182.09,3.99,35.11,1.39,8069,402,22,124.4,4.98,5.47,0.31
2024-05-06,4887,195,66,175.5,3.99,33.85,0.9,11727,585,17,78.41,4.99,2.91,0.13
2024-05-07,3666,146,60,198.56,3.98,41.1,1.36,8363,417,22,80.48,4.99,5.28,0.19
2024-05-08,3092,123,43,94.71,3.98,34.96,0.77,11508,574,41,62.56,4.99,7.14,0.11
2024-05-09,3671,146,54,150.38,3.98,36.99,1.03,8755,436,14,83.74,4.98,3.21,0.19
2024-05-10,4969,198,70,269.28,3.98,35.35,1.36,7519,375,59,106.77,4.99,15.73,0.28
2024-05-11,3060,122,40,101.26,3.99,32.79,0.83,10544,526,49,93.67,4.99,9.32,0.18
2024-05-12,5681,227,69,329.15,4.0,30.4,1.45,9322,465,57,137.54,4.99,12.26,0.3
2024-05-13,4028,161,55,99.82,4.0,34.16,0.62,8102,404,14,64.49,4.99,3.47,0.16
2024-05-14,4489,179,78,93.08,3.99,43.58,0.52,7597,379,47,107.31,4.99,12.4,0.28
2024-05-15,3603,144,44,201.6,4.0,30.56,1.4,10273,512,58,128.66,4.98,11.33,0.25
2024-05-16,3681,147,42,83.79,3.99,28.57,0.57,11049,551,29,98.46,4.99,5.26,0.18
2024-05-17,5581,223,87,332.27,4.0,39.01,1.49,9605,479,13,60.24,4.99,2.71,0.13
2024-05-18,4428,177,65,256.65,4.0,36.72,1.45,9188,458,50,79.42,4.98,10.92,0.17
2024-05-19,5885,235,83,150.4,3.99,35.32,0.64,11825,590,55,85.9,4.99,9.32,0.15
2024-05-20,5692,227,86,236.08,3.99,37.89,1.04,7588,378,28,137.28,4.98,7.41,0.36
2024-05-21,5280,211,69,143.48,4.0,32.7,0.68,11472,572,27,132.94,4.99,4.72,0.23
2024-05-22,3523,140,48,130.2,3.97,34.29,0.93,8407,419,51,135.93,4.98,12.17,0.32
2024-05-23,5393,215,80,120.4,3.99,37.21,0.56,11846,591,28,126.06,4.99,4.74,0.21
2024-05-24,5593,223,88,160.56,3.99,39.46,0.72,11722,585,44,88.13,4.99,7.52,0.15
2024-05-25,4968,198,63,170.28,3.99,31.82,0.86,10390,518,17,132.47,4.99,3.28,0.26
2024-05-26,4101,164,63,154.16,4.0,38.41,0.94,10440,521,13,138.53,4.99,2.5,0.27
2024-05-27,4753,190,68,281.2,4.0,35.79,1.48,8629,430,12,88.01,4.98,2.79,0.2
2024-05-28,4836,193,68,252.83,3.99,35.23,1.31,7994,398,55,80.84,4.98,13.82,0.2
2024-05-29,5841,233,81,288.92,3.99,34.76,1.24,11798,588,15,103.75,4.98,2.55,0.18
2024-05-30,5296,211,66,219.44,3.98,31.28,1.04,9059,452,37,74.97,4.99,8.19,0.17
2024-05-31,5094,203,75,272.02,3.99,36.95,1.34,11572,577,32,62.61,4.99,5.55,0.11
2024-06-01,4144,165,53,138.6,3.98,32.12,0.84,9986,498,27,135.67,4.99,5.42,0.27
2024-06-02,5261,210,68,254.1,3.99,32.38,1.21,7400,369,56,134.06,4.99,15.18,0.36
2024-06-03,5286,211,78,314.39,3.99,36.97,1.49,9855,491,14,73.01,4.98,2.85,0.15
2024-06-04,4079,163,60,132.03,4.0,36.81,0.81,9224,460,52,92.62,4.99,11.3,0.2
2024-06-05,5397,215,75,251.55,3.98,34.88,1.17,10412,519,48,126.48,4.98,9.25,0.24
2024-06-06,3106,124,48,166.16,3.99,38.71,1.34,7056,352,46,112.88,4.99,13.07,0.32
2024-06-07,5878,235,89,333.7,4.0,37.87,1.42,8875,442,30,91.58,4.98,6.79,0.21
2024-06-08,3047,121,48,147.62,3.97,39.67,1.22,11543,576,14,119.53,4.99,2.43,0.21
2024-06-09,3336,133,43,103.74,3.99,32.33,0.78,11298,563,21,131.76,4.98,3.73,0.23
2024-06-10,4049,161,61,133.63,3.98,37.89,0.83,10768,537,59,134.09,4.99,10.99,0.25
2024-06-11,5851,234,82,121.68,4.0,35.04,0.52,11833,590,30,90.31,4.99,5.08,0.15
2024-06-12,4280,171,68,215.46,4.0,39.77,1.26,11297,563,13,73.88,4.98,2.31,0.13
2024-06-13,5055,202,70,109.08,4.0,34.65,0.54,8353,416,17,133.03,4.98,4.09,0.32
2024-06-14,3624,144,48,195.84,3.97,33.33,1.36,9410,469,51,67.4,4.98,10.87,0.14
2024-06-15,4890,195,65,120.9,3.99,33.33,0.62,11987,598,45,117.74,4.99,7.53,0.2
2024-06-16,4276,171,60,114.57,4.0,35.09,0.67,11311,564,48,71.24,4.99,8.51,0.13
2024-06-17,4715,188,68,184.24,3.99,36.17,0.98,9602,479,36,91.15,4.99,7.52,0.19
2024-06-18,5766,230,82,285.2,3.99,35.65,1.24,9934,495,43,92.92,4.98,8.69,0.19
2024-06-19,3302,132,47,84.48,4.0,35.61,0.64,7022,350,57,72.7,4.98,16.29,0.21
2024-06-20,3638,145,54,136.3,3.99,37.24,0.94,9202,459,10,133.81,4.99,2.18,0.29
2024-06-21,3055,122,41,119.56,3.99,33.61,0.98,8209,409,14,60.21,4.98,3.42,0.15
2024-06-22,3725,149,47,105.79,4.0,31.54,0.71,9296,463,41,131.5,4.98,8.86,0.28
2024-06-23,3525,141,44,87.42,4.0,31.21,0.62,7748,386,39,130.71,4.98,10.1,0.34
2024-06-24,3473,138,53,184.92,3.97,38.41,1.34,7804,389,33,85.36,4.98,8.48,0.22
2024-06-25,3027,121,44,121.0,4.0,36.36,1.0,7133,356,57,116.34,4.99,16.01,0.33
2024-06-26,5125,205,62,104.55,4.0,30.24,0.51,11416,569,49,80.22,4.98,8.61,0.14
2024-06-27,3364,134,52,174.2,3.98,38.81,1.3,9437,470,53,120.7,4.98,11.28,0.26
2024-06-28,5713,228,89,337.44,3.99,39.04,1.48,7433,370,40,104.89,4.98,10.81,0.28
2024-06-29,3525,141,45,156.51,4.0,31.91,1.11,11968,597,16,84.02,4.99,2.68,0.14
2024-06-30,5746,229,81,229.0,3.99,35.37,1.0,10671,532,32,92.02,4.99,6.02,0.17
2024-07-01,4335,173,58,238.74,3.99,33.53,1.38,10736,535,33,115.19,4.98,6.17,0.22
2024-07-02,3882,155,57,224.75,3.99,36.77,1.45,11039,550,24,132.49,4.98,4.36,0.24
2024-07-03,4030,161,50,201.25,4.0,31.06,1.25,9098,454,23,70.46,4.99,5.07,0.16
2024-07-04,4026,161,55,152.95,4.0,34.16,0.95,9917,494,37,105.71,4.98,7.49,0.21
2024-07-05,4646,185,69,201.65,3.98,37.3,1.09,7252,361,17,80.3,4.98,4.71,0.22
2024-07-06,3918,156,60,187.2,3.98,38.46,1.2,11834,590,7,124.11,4.99,1.19,0.21
2024-07-07,5797,231,82,159.39,3.98,35.5,0.69,8129,405,33,65.62,4.98,8.15,0.16
2024-07-08,5410,216,73,205.2,3.99,33.8,0.95,10264,512,22,115.12,4.99,4.3,0.22
2024-07-09,4774,190,58,252.7,3.98,30.53,1.33,7301,364,49,74.0,4.99,13.46,0.2
2024-07-10,4531,181,59,208.15,3.99,32.6,1.15,8977,448,14,107.71,4.99,3.12,0.24
2024-07-11,5853,234,79,212.94,4.0,33.76,0.91,9763,487,22,126.86,4.99,4.52,0.26
2024-07-12,5786,231,77,267.96,3.99,33.33,1.16,11005,549,48,120.41,4.99,8.74,0.22
2024-07-13,4906,196,68,121.52,4.0,34.69,0.62,10241,511,39,120.24,4.99,7.63,0.24
2024-07-14,4215,168,57,151.2,3.99,33.93,0.9,10057,501,38,101.43,4.98,7.58,0.2
2024-07-15,4654,186,65,239.94,4.0,34.95,1.29,7550,376,50,131.26,4.98,13.3,0.35
2024-07-16,3484,139,54,100.08,3.99,38.85,0.72,8587,428,30,107.05,4.98,7.01,0.25
2024-07-17,5075,203,69,140.07,4.0,33.99,0.69,8822,440,37,133.4,4.99,8.41,0.3
2024-07-18,3713,148,44,214.6,3.99,29.73,1.45,10217,509,51,103.72,4.98,10.02,0.2
2024-07-19,4062,162,53,115.02,3.99,32.72,0.71,10496,523,21,100.48,4.98,4.02,0.19
2024-07-20,4976,199,72,151.24,4.0,36.18,0.76,11409,569,8,77.79,4.99,1.41,0.14
2024-07-21,4296,171,63,251.37,3.98,36.84,1.47,11279,562,8,103.58,4.98,1.42,0.18
2024-07-22,4254,170,61,209.1,4.0,35.88,1.23,7712,384,47,71.25,4.98,12.24,0.19
2024-07-23,5133,205,78,246.0,3.99,38.05,1.2,9175,457,18,129.58,4.98,3.94,0.28
2024-07-24,3125,125,42,168.75,4.0,33.6,1.35,11072,552,35,114.07,4.99,6.34,0.21
2024-07-25,5859,234,92,145.08,3.99,39.32,0.62,10849,541,56,139.49,4.99,10.35,0.26
2024-07-26,3536,141,53,170.61,3.99,37.59,1.21,9433,470,28,67.37,4.98,5.96,0.14
2024-07-27,5192,207,59,207.0,3.99,28.5,1.0,10301,514,7,79.25,4.99,1.36,0.15
2024-07-28,5072,202,79,268.66,3.98,39.11,1.33,7270,362,58,130.17,4.98,16.02,0.36
2024-07-29,4603,184,60,185.84,4.0,32.61,1.01,8794,438,11,91.62,4.98,2.51,0.21
2024-07-30,3066,122,37,136.64,3.98,30.33,1.12,11906,594,32,97.3,4.99,5.39,0.16
2024-07-31,3232,129,47,126.42,3.99,36.43,0.98,9462,472,20,128.85,4.99,4.24,0.27
2024-08-01,5156,206,63,201.88,4.0,30.58,0.98,11293,563,39,101.75,4.99,6.93,0.18
2024-08-02,4169,166,54,210.82,3.98,32.53,1.27,10394,518,48,75.48,4.98,9.27,0.15
2024-08-03,5158,206,79,232.78,3.99,38.35,1.13,8079,403,12,131.36,4.99,2.98,0.33
2024-08-04,5275,211,76,238.43,4.0,36.02,1.13,9878,493,22,62.48,4.99,4.46,0.13
2024-08-05,3110,124,47,117.8,3.99,37.9,0.95,11723,585,39,131.63,4.99,6.67,0.23
2024-08-06,4493,179,59,184.37,3.98,32.96,1.03,7603,379,30,64.04,4.98,7.92,0.17
2024-08-07,5081,203,63,253.75,4.0,31.03,1.25,8585,428,16,113.27,4.99,3.74,0.26
2024-08-08,3622,144,53,191.52,3.98,36.81,1.33,10057,501,41,65.73,4.98,8.18,0.13
2024-08-09,5795,231,85,277.2,3.99,36.8,1.2,10985,548,41,116.5,4.99,7.48,0.21
2024-08-10,5642,225,83,319.5,3.99,36.89,1.42,11689,583,55,62.72,4.99,9.43,0.11
2024-08-11,5472,218,77,287.76,3.98,35.32,1.32,8395,418,20,127.4,4.98,4.78,0.3
2024-08-12,5660,226,74,239.56,3.99,32.74,1.06,10688,533,22,97.28,4.99,4.13,0.18
2024-08-13,4541,181,75,211.77,3.99,41.44,1.17,7599,379,52,67.48,4.99,13.72,0.18
2024-08-14,5739,229,82,327.47,3.99,35.81,1.43,7513,374,21,116.55,4.98,5.61,0.31
2024-08-15,4305,172,59,192.64,4.0,34.3,1.12,8066,402,13,99.14,4.98,3.23,0.25
2024-08-16,4761,190,65,250.8,3.99,34.21,1.32,9886,493,15,75.28,4.99,3.04,0.15
2024-08-17,4975,199,70,236.81,4.0,35.18,1.19,9653,481,30,61.25,4.98,6.24,0.13
2024-08-18,5362,214,80,224.7,3.99,37.38,1.05,11905,594,46,93.44,4.99,7.74,0.16
2024-08-19,3876,155,55,114.7,4.0,35.48,0.74,8088,403,30,66.85,4.98,7.44,0.17
2024-08-20,4989,199,73,185.07,3.99,36.68,0.93,11385,568,56,67.53,4.99,9.86,0.12
2024-08-21,4312,172,60,252.84,3.99,34.88,1.47,11864,592,50,81.39,4.99,8.45,0.14
2024-08-22,4460,178,61,206.48,3.99,34.27,1.16,9514,474,28,110.44,4.98,5.91,0.23
2024-08-23,5709,228,83,241.68,3.99,36.4,1.06,10969,547,17,102.39,4.99,3.11,0.19
2024-08-24,5324,212,77,303.16,3.98,36.32,1.43,10284,513,58,65.52,4.99,11.31,0.13
2024-08-25,4733,189,65,206.01,3.99,34.39,1.09,11566,577,54,137.47,4.99,9.36,0.24
2024-08-26,4605,184,60,189.52,4.0,32.61,1.03,9196,458,19,130.97,4.98,4.15,0.29
2024-08-27,4526,181,65,228.06,4.0,35.91,1.26,11183,558,36,80.74,4.99,6.45,0.14
2024-08-28,5671,226,79,273.46,3.99,34.96,1.21,7789,388,49,69.79,4.98,12.63,0.18
2024-08-29,5563,222,74,153.18,3.99,33.33,0.69,10475,522,6,135.39,4.98,1.15,0.26
2024-08-30,5890,235,78,227.95,3.99,33.19,0.97,10153,506,12,96.89,4.98,2.37,0.19
2024-08-31,5397,215,77,208.55,3.98,35.81,0.97,8664,432,5,84.89,4.99,1.16,0.2
2024-09-01,4630,185,67,162.8,4.0,36.22,0.88,8309,414,12,99.23,4.98,2.9,0.24
2024-09-02,5870,234,80,238.68,3.99,34.19,1.02,7864,392,31,121.82,4.98,7.91,0.31
2024-09-03,4160,166,55,151.06,3.99,33.13,0.91,10863,542,31,73.47,4.99,5.72,0.14
2024-09-04,3758,150,48,105.0,3.99,32.0,0.7,10363,517,51,121.4,4.99,9.86,0.23
2024-09-05,5946,237,84,215.67,3.99,35.44,0.91,10524,525,43,119.96,4.99,8.19,0.23
2024-09-06,3242,129,41,73.53,3.98,31.78,0.57,10786,538,10,103.15,4.99,1.86,0.19
2024-09-07,5590,223,89,240.84,3.99,39.91,1.08,7023,350,23,129.27,4.98,6.57,0.37
2024-09-08,4063,162,54,218.7,3.99,33.33,1.35,10003,499,58,70.57,4.99,11.62,0.14
2024-09-09,3228,129,33,158.67,4.0,25.58,1.23,7310,364,6,107.64,4.98,1.65,0.3
2024-09-10,5595,223,77,191.78,3.99,34.53,0.86,8231,410,55,95.95,4.98,13.41,0.23
2024-09-11,3919,156,54,92.04,3.98,34.62,0.59,10788,538,12,93.78,4.99,2.23,0.17
2024-09-12,4246,169,64,118.3,3.98,37.87,0.7,9711,484,25,80.2,4.98,5.17,0.17
2024-09-13,3005,120,43,126.0,3.99,35.83,1.05,11801,588,15,89.78,4.98,2.55,0.15
2024-09-14,3467,138,44,97.98,3.98,31.88,0.71,7421,370,33,68.65,4.99,8.92,0.19
2024-09-15,4755,190,65,197.6,4.0,34.21,1.04,8773,437,17,80.13,4.98,3.89,0.18
2024-09-16,3074,122,44,89.06,3.97,36.07,0.73,10568,527,54,81.76,4.99,10.25,0.16
2024-09-17,3003,120,31,162.0,4.0,25.83,1.35,7946,396,22,117.65,4.98,5.56,0.3
2024-09-18,4870,194,74,174.6,3.98,38.14,0.9,8186,408,42,63.88,4.98,10.29,0.16
2024-09-19,3645,145,46,108.75,3.98,31.72,0.75,8834,440,37,112.1,4.98,8.41,0.25
2024-09-20,3117,124,50,162.44,3.98,40.32,1.31,8564,427,25,77.71,4.99,5.85,0.18
2024-09-21,5928,237,84,199.08,4.0,35.44,0.84,11944,596,40,66.55,4.99,6.71,0.11
2024-09-22,4629,185,67,112.85,4.0,36.22,0.61,8947,446,24,84.06,4.98,5.38,0.19
2024-09-23,5551,222,83,237.54,4.0,37.39,1.07,8308,414,54,77.96,4.98,13.04,0.19
2024-09-24,5021,200,72,216.0,3.98,36.0,1.08,9986,498,44,104.16,4.99,8.84,0.21
2024-09-25,3946,157,58,189.97,3.98,36.94,1.21,7386,368,22,88.59,4.98,5.98,0.24
2024-09-26,5621,224,77,165.76,3.99,34.38,0.74,8161,407,24,137.28,4.99,5.9,0.34
2024-09-27,4464,178,64,167.32,3.99,35.96,0.94,10258,511,43,137.08,4.98,8.41,0.27
2024-09-28,3193,127,41,99.06,3.98,32.28,0.78,11811,589,23,95.5,4.99,3.9,0.16
2024-09-29,3846,153,51,88.74,3.98,33.33,0.58,10933,545,34,123.61,4.98,6.24,0.23
2024-09-30,5762,230,90,317.4,3.99,39.13,1.38,9847,491,19,61.06,4.99,3.87,0.12
2024-10-01,4415,176,57,216.48,3.99,32.39,1.23,11521,575,40,103.82,4.99,6.96,0.18
2024-10-02,4458,178,63,142.4,3.99,35.39,0.8,8439,421,9,119.46,4.99,2.14,0.28
2024-10-03,5220,208,73,228.8,3.98,35.1,1.1,10442,521,24,77.36,4.99,4.61,0.15
2024-10-04,4668,186,63,130.2,3.98,33.87,0.7,11480,572,37,64.89,4.98,6.47,0.11
2024-10-05,5373,214,77,297.46,3.98,35.98,1.39,7055,352,14,72.47,4.99,3.98,0.21
2024-10-06,4433,177,64,107.97,3.99,36.16,0.61,10324,515,24,95.35,4.99,4.66,0.19
2024-10-07,4141,165,53,82.5,3.98,32.12,0.5,7105,354,12,100.51,4.98,3.39,0.28
2024-10-08,5883,235,82,235.0,3.99,34.89,1.0,10201,509,15,90.47,4.99,2.95,0.18
2024-10-09,4810,192,61,207.36,3.99,31.77,1.08,7669,382,27,95.2,4.98,7.07,0.25
2024-10-10,3723,148,55,159.84,3.98,37.16,1.08,11471,572,38,97.62,4.99,6.64,0.17
2024-10-11,3224,128,45,70.4,3.97,35.16,0.55,7742,386,29,121.55,4.99,7.51,0.31
2024-10-12,3531,141,49,114.21,3.99,34.75,0.81,7966,397,20,68.42,4.98,5.04,0.17
2024-10-13,3112,124,46,124.0,3.98,37.1,1.0,7307,364,5,121.52,4.98,1.37,0.33
2024-10-14,5187,207,71,149.04,3.99,34.3,0.72,9138,456,17,115.09,4.99,3.73,0.25
2024-10-15,3558,142,54,194.54,3.99,38.03,1.37,10464,522,28,119.33,4.99,5.36,0.23
2024-10-16,5048,201,65,118.59,3.98,32.34,0.59,11897,593,27,118.76,4.98,4.55,0.2
2024-10-17,5137,205,78,202.95,3.99,38.05,0.99,7109,354,20,97.65,4.98,5.65,0.28
2024-10-18,3653,146,48,173.74,4.0,32.88,1.19,10632,530,19,76.91,4.98,3.58,0.15
2024-10-19,3319,132,37,100.32,3.98,28.03,0.76,11435,570,32,102.93,4.98,5.61,0.18
2024-10-20,4573,182,62,203.84,3.98,34.07,1.12,8915,444,49,136.64,4.98,11.04,0.31
2024-10-21,4828,193,65,256.69,4.0,33.68,1.33,11263,562,27,107.08,4.99,4.8,0.19
2024-10-22,4917,196,66,135.24,3.99,33.67,0.69,7556,377,28,60.88,4.99,7.43,0.16
2024-10-23,3138,125,44,177.5,3.98,35.2,1.42,7104,354,44,64.78,4.98,12.43,0.18
2024-10-24,5892,235,87,246.75,3.99,37.02,1.05,9047,451,16,139.43,4.99,3.55,0.31
2024-10-25,5026,201,69,160.8,4.0,34.33,0.8,7145,356,37,65.76,4.98,10.39,0.18
2024-10-26,5306,212,70,197.16,4.0,33.02,0.93,9763,487,28,63.68,4.99,5.75,0.13
2024-10-27,3901,156,48,126.36,4.0,30.77,0.81,7873,392,24,88.24,4.98,6.12,0.23
2024-10-28,3689,147,49,180.81,3.98,33.33,1.23,7298,364,31,137.55,4.99,8.52,0.38
2024-10-29,5039,201,60,261.3,3.99,29.85,1.3,10238,510,38,85.49,4.98,7.45,0.17
2024-10-30,3009,120,38,159.6,3.99,31.67,1.33,7645,381,34,92.79,4.98,8.92,0.24
2024-10-31,3260,130,51,193.7,3.99,39.23,1.49,11733,585,35,110.73,4.99,5.98,0.19
2024-11-01,4942,197,64,254.13,3.99,32.49,1.29,10078,502,26,61.93,4.98,5.18,0.12
2024-11-02,4673,186,68,204.6,3.98,36.56,1.1,9511,474,59,131.82,4.98,12.45,0.28
2024-11-03,5219,208,66,174.72,3.99,31.73,0.84,7783,388,45,101.56,4.99,11.6,0.26
2024-11-04,5945,237,91,246.48,3.99,38.4,1.04,11992,598,36,97.34,4.99,6.02,0.16
2024-11-05,5060,202,79,109.08,3.99,39.11,0.54,7370,367,33,128.86,4.98,8.99,0.35
2024-11-06,4191,167,61,207.08,3.98,36.53,1.24,7486,373,29,136.25,4.98,7.77,0.37
